time_s,action,x_m,y_m,z_m,yaw_deg,vx_body_m_s,vy_body_m_s,vz_m_s,yaw_rate_deg_s,tof_front_m,tof_back_m,tof_left_m,tof_right_m,tof_up_m,tof_down_m
60.122274,hover,-0.585387,-0.519032,0.700000,-0.000000,0.000000,0.000000,0.000000,0.000000,2.585387,1.414613,2.019032,0.980968,,0.260000
60.237912,forward,-0.567887,-0.519032,0.700000,-0.000000,0.350000,0.000000,0.000000,0.000000,2.567887,1.432113,2.019032,0.980968,,0.260000
60.359319,forward,-0.562056,-0.518845,0.700000,1.833333,0.350000,0.000000,0.000000,0.000000,2.563368,1.438680,2.019879,0.981657,,0.260000
60.455756,yaw_left,-0.556226,-0.518659,0.700000,2.750000,0.000000,0.000000,0.000000,55.000000,2.559173,1.445439,2.020986,0.982473,,0.260000
60.570130,forward,-0.550411,-0.518193,0.700000,4.583333,0.350000,0.000000,0.000000,0.000000,2.558593,1.454239,2.024667,0.984957,,0.260000
60.688252,yaw_left,-0.550411,-0.518193,0.700000,7.333333,0.000000,0.000000,0.000000,55.000000,2.571445,1.461544,2.034837,0.989904,,0.260000
60.786594,yaw_left,-0.550411,-0.518193,0.700000,9.166667,0.000000,0.000000,0.000000,55.000000,2.583404,1.468341,2.044300,0.994508,,0.260000
60.905733,forward,-0.544685,-0.517080,0.700000,11.000000,0.350000,0.000000,0.000000,0.000000,2.592313,1.482554,2.054833,1.001317,,0.260000
61.003324,yaw_left,-0.538959,-0.515967,0.700000,11.916667,0.000000,0.000000,0.000000,55.000000,2.594881,1.493222,2.060370,1.005707,,0.260000
61.122045,yaw_left,-0.538959,-0.515967,0.700000,13.750000,0.000000,0.000000,0.000000,55.000000,2.613867,1.504147,2.075444,1.013066,,0.260000
61.220330,yaw_left,-0.538959,-0.515967,0.700000,15.583333,0.000000,0.000000,0.000000,55.000000,2.635851,1.516797,2.092900,1.021586,,0.260000
61.341235,forward,-0.533393,-0.514221,0.700000,17.416667,0.350000,0.000000,0.000000,0.000000,1.133310,1.537077,2.111003,1.033146,,0.260000
61.438542,forward,-0.522261,-0.510728,0.700000,17.416667,0.350000,0.000000,0.000000,0.000000,1.121643,1.548744,2.107343,1.036806,,0.260000
61.562669,forward,-0.505564,-0.505490,0.700000,17.416667,0.350000,0.000000,0.000000,0.000000,1.104143,1.566244,2.101853,1.042295,,0.260000
61.662890,yaw_left,-0.499998,-0.503744,0.700000,18.333333,0.000000,0.000000,0.000000,55.000000,1.045143,1.580210,2.110887,1.049527,,0.700000
61.780960,forward,-0.494522,-0.501733,0.700000,20.166667,0.350000,0.000000,0.000000,0.000000,0.947734,1.603801,2.132467,1.063464,,0.700000
61.879068,forward,-0.483570,-0.497711,0.700000,20.166667,0.350000,0.000000,0.000000,0.000000,0.936067,1.615468,2.128182,1.067748,,0.700000
61.998107,forward,-0.467143,-0.491678,0.700000,20.166667,0.350000,0.000000,0.000000,0.000000,0.918567,1.632968,2.121755,1.074176,,0.700000
62.095249,forward,-0.461700,-0.489580,0.700000,21.083333,0.350000,0.000000,0.000000,0.000000,0.874499,1.648664,2.132321,1.082912,,0.700000
62.217849,yaw_left,-0.450815,-0.485383,0.700000,22.000000,0.000000,0.000000,0.000000,55.000000,0.828557,1.670850,2.141304,1.094300,,0.700000
62.315571,forward,-0.445442,-0.483111,0.700000,22.916667,0.350000,0.000000,0.000000,0.000000,0.791263,1.687770,2.153047,1.104027,,0.700000
62.430775,yaw_left,-0.434696,-0.478569,0.700000,23.833333,0.000000,0.000000,0.000000,55.000000,0.751263,1.711229,2.163021,1.116655,,0.700000
62.546016,forward,-0.424101,-0.473684,0.700000,24.750000,0.350000,0.000000,0.000000,0.000000,0.714756,1.735298,2.173318,1.130126,,0.700000
62.664234,forward,-0.413546,-0.468715,0.700000,25.666667,0.350000,0.000000,0.000000,0.000000,0.708449,1.760127,2.184236,1.144182,,0.700000
62.764720,forward,-0.403030,-0.463662,0.700000,25.666667,0.350000,0.000000,0.000000,0.000000,0.696782,1.771794,2.178629,1.149788,,0.700000
62.866132,yaw_left,-0.397773,-0.461135,0.700000,26.583333,0.000000,0.000000,0.000000,55.000000,0.696392,1.791631,2.192966,1.161671,,0.700000
62.964988,forward,-0.392598,-0.458442,0.700000,27.500000,0.350000,0.000000,0.000000,0.000000,0.696269,1.812156,2.207912,1.174234,,0.700000
63.075963,yaw_left,-0.392598,-0.458442,0.700000,30.250000,0.000000,0.000000,0.000000,55.000000,0.714949,1.860773,2.267147,1.205737,,0.700000
63.190247,yaw_left,-0.382520,-0.452565,0.700000,31.166667,0.000000,0.000000,0.000000,55.000000,0.709997,1.890318,2.281925,1.224118,,0.700000
63.307592,forward,-0.377628,-0.449388,0.700000,33.000000,0.350000,0.000000,0.000000,0.000000,0.718551,1.929007,2.324378,1.252712,,0.700000
63.407663,yaw_left,-0.372736,-0.446210,0.700000,33.916667,0.000000,0.000000,0.000000,55.000000,0.720294,1.888557,2.345256,1.269855,,0.700000
63.509206,forward,-0.367948,-0.442879,0.700000,34.833333,0.350000,0.000000,0.000000,0.000000,0.722387,1.850731,2.367006,1.287889,,0.700000
63.614545,yaw_left,-0.363160,-0.439547,0.700000,35.750000,0.000000,0.000000,0.000000,55.000000,0.724715,1.815069,2.389858,1.306663,,0.700000
63.707855,forward,-0.358480,-0.436063,0.700000,36.666667,0.350000,0.000000,0.000000,0.000000,0.727420,1.781666,2.413673,1.326401,,0.700000
63.831283,forward,-0.353915,-0.432432,0.700000,38.500000,0.350000,0.000000,0.000000,0.000000,0.739726,1.714929,2.469220,1.364116,,0.700000
63.930935,yaw_left,-0.349350,-0.428800,0.700000,39.416667,0.000000,0.000000,0.000000,55.000000,0.743448,1.687047,2.496671,1.386578,,0.700000
64.045107,forward,-0.344964,-0.424954,0.700000,41.250000,0.350000,0.000000,0.000000,0.000000,0.758093,1.630473,2.510118,1.429887,,0.700000
64.161644,yaw_left,-0.340579,-0.421108,0.700000,43.083333,0.000000,0.000000,0.000000,55.000000,0.774382,1.579495,2.429389,1.477204,,0.700000
64.275899,yaw_left,-0.340579,-0.421108,0.700000,45.833333,0.000000,0.000000,0.000000,55.000000,0.811741,1.504068,2.313375,1.548468,,0.700000
64.393485,yaw_left,-0.340579,-0.421108,0.700000,48.583333,0.000000,0.000000,0.000000,55.000000,2.561755,1.438679,2.212802,1.630904,,0.700000
64.490812,yaw_left,-0.340579,-0.421108,0.700000,50.416667,0.000000,0.000000,0.000000,55.000000,2.492684,1.399888,2.153139,1.693177,,0.700000
64.611962,yaw_left,-0.340579,-0.421108,0.700000,53.166667,0.000000,0.000000,0.000000,55.000000,2.400237,1.347970,2.073285,1.799685,,0.700000
64.710406,forward,-0.337157,-0.416384,0.700000,54.083333,0.350000,0.000000,0.000000,0.000000,2.366283,1.338011,2.053220,1.847258,,0.700000
64.825498,forward,-0.326891,-0.402211,0.700000,54.083333,0.350000,0.000000,0.000000,0.000000,2.348783,1.355511,2.065896,1.871418,,0.700000
64.939501,yaw_left,-0.320047,-0.392763,0.700000,55.000000,0.000000,0.000000,0.000000,55.000000,2.310636,1.351687,2.050844,1.930409,,0.700000
65.055176,yaw_left,-0.320047,-0.392763,0.700000,57.750000,0.000000,0.000000,0.000000,55.000000,2.238028,1.309212,1.986399,2.074976,,0.700000
65.171956,forward,-0.313980,-0.382797,0.700000,58.666667,0.350000,0.000000,0.000000,0.000000,2.204277,1.307960,1.973900,2.148400,,0.700000
65.291231,forward,-0.304880,-0.367850,0.700000,58.666667,0.350000,0.000000,0.000000,0.000000,2.186777,1.325460,1.984554,2.177145,,0.700000
65.388556,forward,-0.301927,-0.362819,0.700000,59.583333,0.350000,0.000000,0.000000,0.000000,2.160125,1.318675,1.969085,2.246129,,0.700000
65.505331,forward,-0.293067,-0.347728,0.700000,59.583333,0.350000,0.000000,0.000000,0.000000,2.142625,1.336175,1.979359,2.275937,,0.700000
65.607525,yaw_left,-0.290114,-0.342697,0.700000,60.500000,0.000000,0.000000,0.000000,55.000000,2.117177,1.329689,1.964584,2.350218,,0.700000
65.707263,forward,-0.287323,-0.337575,0.700000,61.416667,0.350000,0.000000,0.000000,0.000000,2.092619,1.323762,1.950386,2.429633,,0.700000
65.822747,yaw_left,-0.281741,-0.327330,0.700000,62.333333,0.000000,0.000000,0.000000,55.000000,2.063232,1.324057,1.940080,2.525526,,0.700000
65.933651,forward,-0.279199,-0.322080,0.700000,64.166667,0.350000,0.000000,0.000000,0.000000,2.024386,1.308705,1.911862,2.532259,,0.700000
66.051925,yaw_left,-0.274115,-0.311579,0.700000,65.083333,0.000000,0.000000,0.000000,55.000000,1.997504,1.310390,1.903015,2.507510,,0.700000
66.149427,forward,-0.271743,-0.306250,0.700000,66.000000,0.350000,0.000000,0.000000,0.000000,1.977187,1.306722,1.891813,2.486732,,0.700000
66.271095,yaw_left,-0.266997,-0.295592,0.700000,66.916667,0.000000,0.000000,0.000000,55.000000,1.951867,1.309231,1.883830,2.464300,,0.700000
66.372494,yaw_left,-0.266997,-0.295592,0.700000,68.750000,0.000000,0.000000,0.000000,55.000000,1.926585,1.292272,1.859429,2.432380,,0.700000
66.478405,yaw_left,-0.266997,-0.295592,0.700000,70.583333,0.000000,0.000000,0.000000,55.000000,1.903873,1.277038,1.837509,2.403706,,0.700000
66.580507,yaw_left,-0.266997,-0.295592,0.700000,72.416667,0.000000,0.000000,0.000000,55.000000,1.883596,1.263438,1.817939,2.378106,,0.700000
66.679406,forward,-0.265324,-0.290004,0.700000,73.333333,0.350000,0.000000,0.000000,0.000000,1.868500,1.263058,1.810746,2.364665,,0.700000
66.796028,forward,-0.260305,-0.273239,0.700000,73.333333,0.350000,0.000000,0.000000,0.000000,1.851000,1.280558,1.815985,2.359426,,0.700000
66.904877,yaw_left,-0.256959,-0.262062,0.700000,74.250000,0.000000,0.000000,0.000000,55.000000,1.830799,1.286229,1.811036,2.345002,,0.700000
67.022632,yaw_left,-0.256959,-0.262062,0.700000,77.000000,0.000000,0.000000,0.000000,55.000000,1.808412,1.270500,1.788890,2.316326,,0.700000
67.121399,yaw_left,-0.256959,-0.262062,0.700000,78.833333,0.000000,0.000000,0.000000,55.000000,1.796066,1.261827,1.776677,2.300513,,0.700000
67.244301,yaw_left,-0.256959,-0.262062,0.700000,81.583333,0.000000,0.000000,0.000000,55.000000,1.781247,1.251416,1.762018,2.281532,,0.700000
67.346618,yaw_left,-0.256959,-0.262062,0.700000,83.416667,0.000000,0.000000,0.000000,55.000000,1.773758,1.246155,1.754610,2.271940,,0.700000
67.448941,yaw_left,-0.256959,-0.262062,0.700000,85.250000,0.000000,0.000000,0.000000,55.000000,1.768135,1.242204,1.749048,2.264737,,0.700000
67.543030,yaw_left,-0.256959,-0.262062,0.700000,87.083333,0.000000,0.000000,0.000000,55.000000,1.764348,1.239543,1.745302,2.259887,,0.700000
67.657881,yaw_left,-0.256366,-0.250411,0.700000,88.000000,0.000000,0.000000,0.000000,55.000000,1.751478,1.250351,1.744697,2.257741,,0.700000
67.773183,yaw_left,-0.256366,-0.250411,0.700000,90.750000,0.000000,0.000000,0.000000,55.000000,1.750561,1.249696,1.743784,2.256559,,0.700000
67.895463,yaw_left,-0.256366,-0.250411,0.700000,93.500000,0.000000,0.000000,0.000000,55.000000,1.753682,1.251924,1.746893,2.260582,,0.700000
67.998454,forward,-0.256815,-0.244595,0.700000,94.416667,0.350000,0.000000,0.000000,0.000000,1.749791,1.259144,1.748377,2.263537,,0.700000
68.097934,yaw_left,-0.257264,-0.238779,0.700000,95.333333,0.000000,0.000000,0.000000,55.000000,1.746339,1.266705,1.750313,0.686164,,0.700000
68.220339,forward,-0.257992,-0.232991,0.700000,97.166667,0.350000,0.000000,0.000000,0.000000,1.746637,1.276985,1.755725,0.486795,,0.700000
68.324328,yaw_left,-0.258719,-0.227203,0.700000,98.083333,0.000000,0.000000,0.000000,55.000000,1.744536,1.285569,1.758754,0.488574,,0.700000
68.423894,yaw_left,-0.258719,-0.227203,0.700000,99.916667,0.000000,0.000000,0.000000,55.000000,1.753400,1.292102,1.767691,0.491056,,0.700000
68.547478,yaw_left,-0.258719,-0.227203,0.700000,102.666667,0.000000,0.000000,0.000000,55.000000,1.770288,1.304546,1.784716,0.495786,,0.700000
68.649903,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
68.752141,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
68.856417,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
68.957498,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
69.059386,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
69.166347,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
69.269919,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
69.369702,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
69.473856,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
69.576329,hover,-0.258719,-0.227203,0.700000,103.583333,0.000000,0.000000,0.000000,0.000000,1.776904,1.309422,1.791387,0.497639,,0.700000
69.687195,forward,-0.260089,-0.221533,0.700000,103.583333,0.350000,0.000000,0.000000,0.000000,1.771071,1.315255,1.789977,0.499048,,0.700000
69.795534,forward,-0.262830,-0.210193,0.700000,103.583333,0.350000,0.000000,0.000000,0.000000,1.759404,1.326922,1.787158,0.501867,,0.700000
69.902771,forward,-0.265570,-0.198852,0.700000,103.583333,0.350000,0.000000,0.000000,0.000000,1.747738,1.338589,1.784340,0.504686,,0.700000
70.011662,forward,-0.268310,-0.187512,0.700000,103.583333,0.350000,0.000000,0.000000,0.000000,1.736071,1.350255,1.781521,0.507505,,0.700000
70.116420,forward,-0.271050,-0.176172,0.700000,103.583333,0.350000,0.000000,0.000000,0.000000,1.724404,1.361922,1.778702,0.510324,,0.700000
70.223247,forward,-0.273790,-0.164831,0.700000,103.583333,0.350000,0.000000,0.000000,0.000000,1.712738,1.373589,1.775883,0.513143,,0.700000
70.329305,yaw_right,-0.275160,-0.159161,0.700000,102.666667,0.000000,0.000000,0.000000,-55.000000,1.700549,1.374286,1.767866,0.512636,,0.700000
70.433497,forward,-0.277718,-0.147779,0.700000,102.666667,0.350000,0.000000,0.000000,0.000000,1.688882,1.385952,1.765244,0.515258,,0.700000
70.538471,forward,-0.280276,-0.136396,0.700000,102.666667,0.350000,0.000000,0.000000,0.000000,1.677215,1.397619,1.762622,0.517880,,0.700000
70.632586,forward,-0.282834,-0.125013,0.700000,102.666667,0.350000,0.000000,0.000000,0.000000,1.665549,1.409286,1.760000,0.520502,,0.700000
70.751417,forward,-0.286672,-0.107939,0.700000,102.666667,0.350000,0.000000,0.000000,0.000000,1.648049,1.426786,1.756067,0.524435,,0.700000
70.857068,forward,-0.289230,-0.096556,0.700000,102.666667,0.350000,0.000000,0.000000,0.000000,1.636382,1.438452,1.753445,0.527057,,0.700000
70.954485,forward,-0.290418,-0.090845,0.700000,101.750000,0.350000,0.000000,0.000000,0.000000,1.624894,1.439315,1.746172,0.526449,,0.700000
71.077471,forward,-0.293982,-0.073712,0.700000,101.750000,0.350000,0.000000,0.000000,0.000000,1.607394,1.456815,1.742532,0.530089,,0.700000
71.181752,forward,-0.296357,-0.062290,0.700000,101.750000,0.350000,0.000000,0.000000,0.000000,1.595727,1.468482,1.740106,0.532516,,0.700000
71.286810,yaw_right,-0.297545,-0.056579,0.700000,100.833333,0.000000,0.000000,0.000000,-55.000000,1.584823,1.469613,1.733346,0.532027,,0.700000
71.394255,yaw_right,-0.297545,-0.056579,0.700000,99.000000,0.000000,0.000000,0.000000,-55.000000,1.575982,1.461414,1.723676,0.529059,,0.700000
71.498108,forward,-0.299370,-0.045056,0.700000,99.000000,0.350000,0.000000,0.000000,0.000000,1.564315,1.473081,1.721828,0.530907,,0.700000
71.600847,forward,-0.301196,-0.033533,0.700000,99.000000,0.350000,0.000000,0.000000,0.000000,1.552648,1.484747,1.719980,0.532755,,0.700000
71.705832,forward,-0.303021,-0.022009,0.700000,99.000000,0.350000,0.000000,0.000000,0.000000,1.540982,1.496414,1.718132,0.534602,,0.700000
71.811764,yaw_right,-0.303933,-0.016248,0.700000,98.083333,0.000000,0.000000,0.000000,-55.000000,1.531464,1.498642,1.713087,0.534241,,0.700000
71.919262,yaw_right,-0.303933,-0.016248,0.700000,96.250000,0.000000,0.000000,0.000000,-55.000000,1.525314,1.492624,1.706208,0.532096,,0.700000
72.022673,yaw_right,-0.303933,-0.016248,0.700000,94.416667,0.000000,0.000000,0.000000,-55.000000,1.520764,1.488171,1.701119,0.530509,,0.700000
72.128664,yaw_right,-0.303933,-0.016248,0.700000,92.583333,0.000000,0.000000,0.000000,-55.000000,1.517790,1.485261,1.697792,0.529471,,0.700000
72.234046,yaw_right,-0.303933,-0.016248,0.700000,90.750000,0.000000,0.000000,0.000000,-55.000000,1.516378,1.483879,1.696212,0.528978,,0.700000
72.337359,yaw_right,-0.304009,-0.010415,0.700000,89.833333,0.000000,0.000000,0.000000,-55.000000,1.510422,1.489591,1.695998,0.529012,,0.700000
72.431715,forward,-0.303899,-0.004583,0.700000,88.916667,0.350000,0.000000,0.000000,0.000000,1.504852,1.495685,1.696404,0.528994,,0.700000
72.550869,yaw_right,-0.303899,-0.004583,0.700000,86.166667,0.000000,0.000000,0.000000,-55.000000,1.507957,1.498770,1.699904,0.530085,,0.700000
72.656568,forward,-0.303416,0.001230,0.700000,85.250000,0.350000,0.000000,0.000000,0.000000,1.503935,1.506404,1.702431,0.530237,,0.700000
72.760336,forward,-0.302450,0.012857,0.700000,85.250000,0.350000,0.000000,0.000000,0.000000,1.492268,1.518071,1.703400,0.529268,,0.700000
72.859665,forward,-0.301484,0.024484,0.700000,85.250000,0.350000,0.000000,0.000000,0.000000,1.480601,1.529738,1.704370,0.528298,,0.700000
72.980009,yaw_right,-0.300518,0.036110,0.700000,84.333333,0.000000,0.000000,0.000000,-55.000000,1.471079,1.543654,1.707828,0.528099,,0.700000
73.078465,yaw_right,-0.300518,0.036110,0.700000,82.500000,0.000000,0.000000,0.000000,-55.000000,1.476522,1.549365,1.714147,0.530053,,0.700000
73.196606,yaw_right,-0.300518,0.036110,0.700000,79.750000,0.000000,0.000000,0.000000,-55.000000,1.487631,1.561023,1.727045,0.534041,,0.700000
73.300852,forward,-0.299388,0.041833,0.700000,78.833333,0.350000,0.000000,0.000000,0.000000,1.486306,1.571586,1.733429,0.534507,,0.700000
73.407844,yaw_right,-0.298258,0.047556,0.700000,77.916667,0.000000,0.000000,0.000000,-55.000000,1.485353,1.582620,1.740299,0.535114,,0.700000
73.508869,yaw_right,-0.298258,0.047556,0.700000,76.083333,0.000000,0.000000,0.000000,-55.000000,1.496367,1.594356,1.753204,0.539082,,0.700000
73.612888,yaw_right,-0.298258,0.047556,0.700000,74.250000,0.000000,0.000000,0.000000,-55.000000,1.509103,1.607925,1.768125,0.543670,,0.700000
73.716994,yaw_right,-0.298258,0.047556,0.700000,72.416667,0.000000,0.000000,0.000000,-55.000000,1.523630,1.623404,1.785146,0.548904,,0.700000
73.841391,yaw_right,-0.298258,0.047556,0.700000,70.583333,0.000000,0.000000,0.000000,-55.000000,1.540032,1.640879,1.804363,0.554813,,0.700000
73.920066,forward,-0.296319,0.053058,0.700000,70.583333,0.350000,0.000000,0.000000,0.000000,1.534198,1.646713,1.806419,0.552757,,0.700000
74.034241,forward,-0.290502,0.069562,0.700000,70.583333,0.350000,0.000000,0.000000,0.000000,1.516698,1.664213,1.812588,0.546588,,0.700000
74.151725,forward,-0.284684,0.086067,0.700000,70.583333,0.350000,0.000000,0.000000,0.000000,1.499198,1.681713,1.818756,0.540420,,0.700000
74.252125,forward,-0.280806,0.097070,0.700000,70.583333,0.350000,0.000000,0.000000,0.000000,1.487532,1.693379,1.822868,0.536308,,0.700000
74.357032,forward,-0.276927,0.108073,0.700000,70.583333,0.350000,0.000000,0.000000,0.000000,1.475865,1.705046,1.826981,0.532195,,0.700000
74.462850,yaw_right,-0.276927,0.108073,0.700000,68.750000,0.000000,0.000000,0.000000,-55.000000,1.493471,1.725386,1.848775,0.538544,,0.700000
74.558611,yaw_right,-0.276927,0.108073,0.700000,66.916667,0.000000,0.000000,0.000000,-55.000000,1.513070,1.748028,1.873036,0.545611,,0.700000
74.684203,forward,-0.274470,0.113364,0.700000,65.083333,0.350000,0.000000,0.000000,0.000000,1.528949,1.778945,1.902624,0.550731,,0.700000
74.783387,yaw_right,-0.272012,0.118654,0.700000,64.166667,0.000000,0.000000,0.000000,-55.000000,1.534717,1.798374,1.919847,0.552195,,0.700000
74.898336,forward,-0.266761,0.129072,0.700000,63.250000,0.350000,0.000000,0.000000,0.000000,1.535230,1.824312,1.940963,0.550697,,0.700000
75.008102,yaw_right,-0.266761,0.129072,0.700000,60.500000,0.000000,0.000000,0.000000,-55.000000,1.575135,1.871731,1.991415,0.565011,,0.700000
75.121425,yaw_right,-0.261016,0.139226,0.700000,59.583333,0.000000,0.000000,0.000000,-55.000000,1.577953,1.900847,2.016526,0.563584,,0.700000
75.244062,forward,-0.257903,0.144160,0.700000,57.750000,0.350000,0.000000,0.000000,0.000000,1.603164,1.944077,2.059879,0.570991,,0.700000
75.341188,yaw_right,-0.254790,0.149093,0.700000,56.833333,0.000000,0.000000,0.000000,-55.000000,1.613827,1.970048,2.084871,0.573170,,0.700000
75.455503,forward,-0.251445,0.153872,0.700000,55.000000,0.350000,0.000000,0.000000,0.000000,1.643319,2.019004,2.134592,2.748506,,0.700000
75.571194,yaw_right,-0.244753,0.163428,0.700000,54.083333,0.000000,0.000000,0.000000,-55.000000,1.650351,2.053942,2.167317,2.771741,,0.700000
75.685910,forward,-0.234487,0.177601,0.700000,54.083333,0.350000,0.000000,0.000000,0.000000,1.632851,2.071442,2.179993,0.567358,,0.700000
75.805441,forward,-0.224222,0.191774,0.700000,54.083333,0.350000,0.000000,0.000000,0.000000,1.615351,2.088942,2.192668,0.554683,,0.700000
75.905554,forward,-0.217378,0.201222,0.700000,54.083333,0.350000,0.000000,0.000000,0.000000,1.603685,2.100609,2.201119,0.546232,,0.700000
76.004397,forward,-0.210534,0.210671,0.700000,54.083333,0.350000,0.000000,0.000000,0.000000,1.592018,2.112276,2.197940,0.537782,,0.700000
76.121194,forward,-0.200268,0.224843,0.700000,54.083333,0.350000,0.000000,0.000000,0.000000,1.574518,2.129776,2.173780,0.525106,,0.700000
76.234908,forward,-0.190003,0.239016,0.700000,54.083333,0.350000,0.000000,0.000000,0.000000,1.557018,2.147276,2.149619,0.512431,,0.700000
76.353830,yaw_right,-0.183159,0.248465,0.700000,53.166667,0.000000,0.000000,0.000000,-55.000000,1.563671,2.184536,2.087669,0.509955,,0.700000
76.452518,forward,-0.179588,0.253077,0.700000,52.250000,0.350000,0.000000,0.000000,0.000000,1.577007,2.217150,2.036733,0.511690,,0.700000
76.575431,yaw_right,-0.172445,0.262302,0.700000,51.333333,0.000000,0.000000,0.000000,-55.000000,1.585179,2.257064,1.980987,0.509027,,0.700000
76.678520,forward,-0.168728,0.266798,0.700000,50.416667,0.350000,0.000000,0.000000,0.000000,1.600110,2.292462,1.935346,0.510872,,0.700000
76.785191,yaw_right,-0.165011,0.271293,0.700000,49.500000,0.000000,0.000000,0.000000,-55.000000,1.615856,2.329405,1.891925,0.512899,,0.700000
76.885637,forward,-0.161152,0.275668,0.700000,48.583333,0.350000,0.000000,0.000000,0.000000,1.632620,2.367814,1.850758,0.514926,,0.700000
76.983872,yaw_right,-0.161152,0.275668,0.700000,46.750000,0.000000,0.000000,0.000000,-55.000000,1.680918,2.437862,1.786869,0.530159,,0.700000
77.098652,forward,-0.153024,0.284037,0.700000,45.833333,0.350000,0.000000,0.000000,0.000000,1.695157,2.487100,1.745199,0.526997,,0.700000
77.216522,forward,-0.148827,0.288089,0.700000,44.000000,0.350000,0.000000,0.000000,0.000000,1.744615,2.573433,1.684755,0.538146,,0.700000
77.314064,yaw_right,-0.144631,0.292141,0.700000,43.083333,0.000000,0.000000,0.000000,-55.000000,1.768303,2.540345,1.653784,0.541139,,0.700000
77.433266,forward,-0.140245,0.295987,0.700000,41.250000,0.350000,0.000000,0.000000,0.000000,1.826072,2.473605,1.601422,0.553951,,0.700000
77.536209,yaw_right,-0.135860,0.299833,0.700000,40.333333,0.000000,0.000000,0.000000,-55.000000,1.854303,2.445441,1.574419,0.557542,,0.700000
77.636130,forward,-0.131353,0.303537,0.700000,39.416667,0.350000,0.000000,0.000000,0.000000,1.884326,2.418807,1.548721,0.561226,,0.700000
77.757591,yaw_right,-0.122340,0.310945,0.700000,38.500000,0.000000,0.000000,0.000000,-55.000000,1.910084,2.399234,1.519349,0.557963,,0.700000
77.856024,yaw_right,-0.122340,0.310945,0.700000,36.666667,0.000000,0.000000,0.000000,-55.000000,1.991188,2.340862,1.482385,0.581655,,0.700000
77.977666,yaw_right,-0.122340,0.310945,0.700000,33.916667,0.000000,0.000000,0.000000,-55.000000,2.130975,2.262650,1.432855,2.182256,,0.700000
78.079003,forward,-0.117448,0.314122,0.700000,33.000000,0.350000,0.000000,0.000000,0.000000,2.177365,2.244686,1.413997,2.163092,,0.700000
78.171921,forward,-0.107663,0.320476,0.700000,33.000000,0.350000,0.000000,0.000000,0.000000,2.165698,2.256353,1.406421,2.170669,,0.700000
78.289193,forward,-0.092987,0.330007,0.700000,33.000000,0.350000,0.000000,0.000000,0.000000,2.148198,2.273853,1.395056,0.583849,,0.700000
78.388734,forward,-0.083202,0.336361,0.700000,33.000000,0.350000,0.000000,0.000000,0.000000,2.136532,2.285519,1.387480,0.565883,,0.700000
78.506608,yaw_right,-0.073418,0.342716,0.700000,32.083333,0.000000,0.000000,0.000000,-55.000000,2.178819,2.273853,1.365888,0.561831,,0.700000
78.603958,yaw_right,-0.073418,0.342716,0.700000,30.250000,0.000000,0.000000,0.000000,-55.000000,2.297230,2.230265,1.339705,0.592364,,0.700000
78.726201,forward,-0.068287,0.345492,0.700000,28.416667,0.350000,0.000000,0.000000,0.000000,2.351635,2.196351,1.312672,2.098317,,0.700000
78.822763,forward,-0.058026,0.351043,0.700000,28.416667,0.350000,0.000000,0.000000,0.000000,2.339969,2.208017,1.306360,0.594743,,0.700000
78.938370,forward,-0.047722,0.356513,0.700000,27.500000,0.350000,0.000000,0.000000,0.000000,2.308564,2.200963,1.289147,0.590628,,0.700000
79.049709,yaw_right,-0.037373,0.361900,0.700000,26.583333,0.000000,0.000000,0.000000,-55.000000,2.278216,2.194634,1.272638,0.586310,,0.700000
79.173786,forward,-0.021723,0.369731,0.700000,26.583333,0.350000,0.000000,0.000000,0.000000,2.260716,2.212134,1.263881,0.551338,,0.700000
79.269351,yaw_right,-0.016506,0.372342,0.700000,25.666667,0.000000,0.000000,0.000000,-55.000000,2.237259,2.200632,1.251106,0.557578,,0.700000
79.383634,forward,-0.000733,0.379922,0.700000,25.666667,0.350000,0.000000,0.000000,0.000000,2.219759,2.218132,1.242696,0.521162,,0.700000
